epoch,metrics/learning_rate,metrics/loss,metrics/main_loss,metrics/regul,metrics/step_per_sec,val_metrics/learning_rate,val_metrics/loss,val_metrics/main_loss,val_metrics/regul,val_metrics/step_per_sec
1,0.03002105839550495,0.03979461267590523,1.3838789527653717e-05,0.06634661555290222,433.95001220703125,0.0,0.0,0.0,0.0,0.0
2,0.013256927952170372,0.039796505123376846,8.367529517272487e-06,0.06635146588087082,237.28054809570312,0.0,0.0,0.0,0.0,0.0
3,0.0030011220369488,0.03979073837399483,5.843061899213353e-06,0.06634647399187088,272.0411071777344,0.0,0.0,0.0,0.0,0.0
4,0.0023529287427663803,0.039790794253349304,5.591898570855847e-06,0.06634651869535446,299.7806701660156,0.0,0.0,0.0,0.0,0.0
5,0.00030006811721250415,0.03979051485657692,5.112990493216785e-06,0.06634646654129028,300.0645446777344,0.0,0.0,0.0,0.0,0.0
6,0.00030006811721250415,0.03979064151644707,5.101268016005633e-06,0.06634657829999924,303.7530517578125,0.0,0.0,0.0,0.0,0.0
7,0.00030006811721250415,0.03979054465889931,5.098750989418477e-06,0.06634647399187088,280.3034973144531,0.0,0.0,0.0,0.0,0.0
8,0.00030006811721250415,0.03979054093360901,5.10630889039021e-06,0.06634647399187088,231.35775756835938,0.0,0.0,0.0,0.0,0.0
9,0.00030006811721250415,0.03979051113128662,5.107373908685986e-06,0.06634646654129028,211.23867797851562,0.0,0.0,0.0,0.0,0.0
10,0.00030006811721250415,0.0397905632853508,5.106540356791811e-06,0.06634646654129028,214.80014038085938,0.0,0.0,0.0,0.0,0.0
11,0.00030006811721250415,0.039790622889995575,5.113442512083566e-06,0.06634646654129028,302.4422607421875,0.0,0.0,0.0,0.0,0.0
12,0.00030006811721250415,0.03979054465889931,5.101670012663817e-06,0.06634651124477386,314.3706970214844,0.0,0.0,0.0,0.0,0.0
13,0.00030006811721250415,0.03979058191180229,5.1015522330999374e-06,0.06634648889303207,356.3268127441406,0.0,0.0,0.0,0.0,0.0
14,0.00030006811721250415,0.03979054093360901,5.101901479065418e-06,0.06634646654129028,342.743896484375,0.0,0.0,0.0,0.0,0.0
0,0.03002105839550495,0.039802152663469315,2.21164409595076e-05,0.06634688377380371,972.72021484375,0.0,0.0,0.0,0.0,0.0
1,0.03002105839550495,0.03979373723268509,9.305483217758592e-06,0.06634660065174103,405.7503662109375,0.0,0.0,0.0,0.0,0.0
2,0.013256927952170372,0.03979317471385002,4.531239483185345e-06,0.0663469210267067,311.437744140625,0.0,0.0,0.0,0.0,0.0
3,0.0030011220369488,0.03978998586535454,1.4028862551640486e-06,0.06634647399187088,369.6849060058594,0.0,0.0,0.0,0.0,0.0
4,0.0023529287427663803,0.03979003056883812,1.224247853315319e-06,0.06634657829999924,380.2619323730469,0.0,0.0,0.0,0.0,0.0
5,0.00030006811721250415,0.03978993743658066,7.366195404756581e-07,0.06634646654129028,332.166748046875,0.0,0.0,0.0,0.0,0.0
6,0.00030006811721250415,0.03978993743658066,7.401285415653547e-07,0.06634646654129028,334.4780578613281,0.0,0.0,0.0,0.0,0.0
7,0.00030006811721250415,0.039789941161870956,7.312536354220356e-07,0.06634646654129028,304.771484375,0.0,0.0,0.0,0.0,0.0
8,0.00030006811721250415,0.03978993371129036,7.31548709609342e-07,0.06634646654129028,304.76947021484375,0.0,0.0,0.0,0.0,0.0
9,0.00030006811721250415,0.03978993743658066,7.294595434359508e-07,0.06634646654129028,288.9350891113281,0.0,0.0,0.0,0.0,0.0
10,0.00030006811721250415,0.03978993371129036,7.231590757328377e-07,0.06634646654129028,294.3023681640625,0.0,0.0,0.0,0.0,0.0
11,0.00030006811721250415,0.03978993371129036,7.180605052781175e-07,0.06634646654129028,355.0048828125,0.0,0.0,0.0,0.0,0.0
12,0.00030006811721250415,0.03978992998600006,7.106596626726969e-07,0.06634646654129028,343.2273864746094,0.0,0.0,0.0,0.0,0.0
13,0.00030006811721250415,0.03978992626070976,7.098826699802885e-07,0.06634646654129028,311.6109924316406,0.0,0.0,0.0,0.0,0.0
14,0.00030006811721250415,0.03978993743658066,7.029635753497132e-07,0.06634646654129028,269.3002624511719,0.0,0.0,0.0,0.0,0.0
